Gene_ID,Gene,Immature_Ery
ENSGALG00010008888.1,FBXO46,44
ENSGALG00010008892.1,ENSGALG00010008892.1,137
ENSGALG00010008893.1,ENSGALG00010008893.1,15
ENSGALG00010008894.1,ENSGALG00010008894.1,0
ENSGALG00010008897.1,NSMCE2,3
ENSGALG00010008900.1,ENSGALG00010008900.1,0
ENSGALG00010008901.1,ENSGALG00010008901.1,0
ENSGALG00010008903.1,ENSGALG00010008903.1,0
ENSGALG00010008905.1,GABARAPL2,12.812
ENSGALG00010008906.1,DBN1,28
ENSGALG00010008910.1,TRIB1,0
ENSGALG00010008918.1,PLAC9,0
ENSGALG00010008921.1,OPA3,0
ENSGALG00010008922.1,ENSGALG00010008922.1,0
ENSGALG00010008928.1,CFC1,0
ENSGALG00010008931.1,FNIP2,0
ENSGALG00010008932.1,VASP,0
ENSGALG00010008936.1,IFT172,31
ENSGALG00010008938.1,ZBED4,1
ENSGALG00010008939.1,RANBP9,4
ENSGALG00010008943.1,ENSGALG00010008943.1,0
ENSGALG00010008945.1,FER1L6,0
ENSGALG00010008946.1,COL22A1,2
ENSGALG00010008947.1,SPMIP2,0
ENSGALG00010008952.1,ENSGALG00010008952.1,1
ENSGALG00010008955.1,KRTCAP3,20
ENSGALG00010008956.1,LVRN,0
ENSGALG00010008960.1,LRRC2,0
ENSGALG00010008965.1,CNTNAP4,0
ENSGALG00010008966.1,NRBP1,663
ENSGALG00010008969.1,PPP1R37,15
ENSGALG00010008971.1,ANXA11,53
ENSGALG00010008973.1,KCNK9,0
ENSGALG00010008974.1,SMCO4,18
ENSGALG00010008980.1,ENSGALG00010008980.1,1
ENSGALG00010008983.1,ENSGALG00010008983.1,3
ENSGALG00010008988.1,PPM1G,76.033
ENSGALG00010008991.1,ENSGALG00010008991.1,52
ENSGALG00010008995.1,ECD,11
ENSGALG00010008996.1,CHRM3,0
ENSGALG00010008997.1,CHST6,0
ENSGALG00010008999.1,TRAPPC9,15
ENSGALG00010009000.1,FAM149B1,0
ENSGALG00010009002.1,ENSGALG00010009002.1,221.967
ENSGALG00010009003.1,ALG12,0
ENSGALG00010009007.1,TMEM65,2
ENSGALG00010009011.1,ACP6,5
ENSGALG00010009012.1,DEUP1,3
ENSGALG00010009013.1,LIPG,7
ENSGALG00010009015.1,TMEM231,3.189
ENSGALG00010009016.1,DNAJC9,0
ENSGALG00010009019.1,ZNF513,143
ENSGALG00010009020.1,ARHGAP35,114
ENSGALG00010009021.1,HNF4beta,4
ENSGALG00010009024.1,PMAIP1,48
ENSGALG00010009025.1,UTP23,0
ENSGALG00010009026.1,RAPGEF2,16
ENSGALG00010009028.1,PDLIM7,103
ENSGALG00010009029.1,IGSF3,3
ENSGALG00010009030.1,ZDHHC7,12
ENSGALG00010009031.1,SPIN1,11.997
ENSGALG00010009034.1,SNX17,163.957
ENSGALG00010009035.1,ENSGALG00010009035.1,3
ENSGALG00010009037.1,ENSGALG00010009037.1,0
ENSGALG00010009038.1,RAD21,109
ENSGALG00010009039.1,SLC36A4,1
ENSGALG00010009040.1,CRELD2,2
ENSGALG00010009043.1,TFAM,5
ENSGALG00010009047.1,SUPT5H,47
ENSGALG00010009050.1,PIK3CG,6
ENSGALG00010009051.1,TROJANZ,0
ENSGALG00010009052.1,SLC30A8,6
ENSGALG00010009054.1,RYR2,1
ENSGALG00010009056.1,MTNR1B,0
ENSGALG00010009057.1,NXNL2,0
ENSGALG00010009059.1,MED29,17
ENSGALG00010009063.1,ENSGALG00010009063.1,0
ENSGALG00010009065.1,EIF2B4,311.043
ENSGALG00010009067.1,ENSGALG00010009067.1,0
ENSGALG00010009068.1,AGO2,303
ENSGALG00010009069.1,GRID2,0
ENSGALG00010009070.1,ENSGALG00010009070.1,0
ENSGALG00010009073.1,PRKAR2B,0
ENSGALG00010009074.1,ENSGALG00010009074.1,0
ENSGALG00010009076.1,TMEM214,245
ENSGALG00010009078.1,PTTG2,0
ENSGALG00010009079.1,KCTD15,0
ENSGALG00010009080.1,TLL1,4
ENSGALG00010009081.1,HBP1,687
ENSGALG00010009083.1,MED30,3
ENSGALG00010009084.1,ARL14EPL,0
ENSGALG00010009085.1,PAF1,219
ENSGALG00010009086.1,UBE2D1,4
ENSGALG00010009088.1,ENSGALG00010009088.1,2
ENSGALG00010009089.1,AGBL5,75
ENSGALG00010009091.1,EXT1,0
ENSGALG00010009092.1,EED,2
ENSGALG00010009093.1,SLU7,230
ENSGALG00010009094.1,DARS,11
ENSGALG00010009096.1,ENSGALG00010009096.1,0
ENSGALG00010009097.1,C1QTNF2,3
ENSGALG00010009098.1,CAD,84
ENSGALG00010009099.1,CXCR4,0
ENSGALG00010009100.1,ENSGALG00010009100.1,1685
ENSGALG00010009101.1,HIKESHI,12
ENSGALG00010009102.1,HTRA3,0
ENSGALG00010009103.1,AP3S1,0
ENSGALG00010009104.1,MTR,2
ENSGALG00010009106.1,THSD7B,0
ENSGALG00010009107.1,ENSGALG00010009107.1,0
ENSGALG00010009109.1,ENSGALG00010009109.1,0
ENSGALG00010009111.1,LRFN1,34
ENSGALG00010009112.1,ENSGALG00010009112.1,0
ENSGALG00010009113.1,RPLP1,914
ENSGALG00010009114.1,SETD7,0
ENSGALG00010009115.1,COG5,6
ENSGALG00010009116.1,S1PR3,0
ENSGALG00010009117.1,ERGIC1,2
ENSGALG00010009118.1,ACTN2,4
ENSGALG00010009119.1,CISD1,0
ENSGALG00010009120.1,ATG12,77
ENSGALG00010009121.1,SYCN,0
ENSGALG00010009123.1,ENSGALG00010009123.1,2
ENSGALG00010009125.1,CD72L1,1
ENSGALG00010009126.1,JPH3,1
ENSGALG00010009127.1,SCOC,1
ENSGALG00010009129.1,ENSGALG00010009129.1,1
ENSGALG00010009130.1,HEATR1,44
ENSGALG00010009131.1,CDKL2,2
ENSGALG00010009132.1,SHC3,0
ENSGALG00010009133.1,BOD1L1,119
ENSGALG00010009135.1,TENM4,3
ENSGALG00010009136.1,KHK,0
ENSGALG00010009137.1,IPMK,124
ENSGALG00010009138.1,ENSGALG00010009138.1,2
ENSGALG00010009139.1,CKS2,0
ENSGALG00010009141.1,MAML3,2
ENSGALG00010009142.1,LGALS8,34
ENSGALG00010009143.1,MCCC2,0
ENSGALG00010009144.1,CREBZF,4
ENSGALG00010009146.1,CXCL13L3,5
ENSGALG00010009147.1,HNMT,0
ENSGALG00010009149.1,FUT4,0
ENSGALG00010009150.1,ENSGALG00010009150.1,0
ENSGALG00010009151.1,CCNJL,2
ENSGALG00010009152.1,RPP25L,22
ENSGALG00010009153.1,SECISBP2,17
ENSGALG00010009155.1,PAK4,32
ENSGALG00010009157.1,ABHD1,1
ENSGALG00010009159.1,PTK2,35
ENSGALG00010009160.1,ENSGALG00010009160.1,0
ENSGALG00010009162.1,CARTPT,0
ENSGALG00010009163.1,SAMD12,0
ENSGALG00010009164.1,TMEM128,0
ENSGALG00010009166.1,CLGN,0
ENSGALG00010009167.1,DCTN3,2
ENSGALG00010009168.1,MRPS12,0
ENSGALG00010009169.1,ENSGALG00010009169.1,0
ENSGALG00010009170.1,RPL26L1,52
ENSGALG00010009172.1,SPOPL,0
ENSGALG00010009173.1,LYAR,8
ENSGALG00010009178.1,ENSGALG00010009178.1,4.637
ENSGALG00010009180.1,NFKBIB,15
ENSGALG00010009181.1,ARID3C,0
ENSGALG00010009184.1,ENSGALG00010009184.1,5.101
ENSGALG00010009186.1,PREB,3
ENSGALG00010009188.1,ENSGALG00010009188.1,4
ENSGALG00010009189.1,ENSGALG00010009189.1,0
ENSGALG00010009190.1,ZBTB49,19
ENSGALG00010009192.1,LSM14A,308
ENSGALG00010009193.1,EDARADD,0
ENSGALG00010009195.1,ENSGALG00010009195.1,0
ENSGALG00010009197.1,FH,5
ENSGALG00010009198.1,KCNN2,20
ENSGALG00010009199.1,SEMA4D,0
ENSGALG00010009200.1,ADGRA3,0
ENSGALG00010009202.1,FABP6,4
ENSGALG00010009205.1,SIRT2,13
ENSGALG00010009208.1,SLC5A6,0
ENSGALG00010009209.1,SLC6A19,1
ENSGALG00010009210.1,PCDH15,0
ENSGALG00010009212.1,NXPH2,0
ENSGALG00010009213.1,DUS4L,2
ENSGALG00010009214.1,PCDH10,0
ENSGALG00010009216.1,NSG1,2
ENSGALG00010009219.1,TNFRSF11B,0
ENSGALG00010009220.1,GADD45G,1
ENSGALG00010009222.1,ENSGALG00010009222.1,0
ENSGALG00010009223.1,ENSGALG00010009223.1,0
ENSGALG00010009224.1,ENSGALG00010009224.1,0
ENSGALG00010009225.1,HNRNPL,40
ENSGALG00010009227.1,ENSGALG00010009227.1,2
ENSGALG00010009228.1,ATP6V0E1,30
ENSGALG00010009232.1,ECH1,8
ENSGALG00010009234.1,PCDH18,0
ENSGALG00010009235.1,KLHDC4,33
ENSGALG00010009236.1,DTWD2,2
ENSGALG00010009237.1,DENND3,227
ENSGALG00010009239.1,STX18,0
ENSGALG00010009243.1,BCAP29,16
ENSGALG00010009246.1,RUSC2,4
ENSGALG00010009250.1,ERO1B,7
ENSGALG00010009252.1,SIRT1,177
ENSGALG00010009253.1,SLC45A4,251
ENSGALG00010009254.1,SLC26A4,0
ENSGALG00010009256.1,CREBRF,257
ENSGALG00010009257.1,ENSGALG00010009257.1,1
ENSGALG00010009258.1,DNAJC12,5
ENSGALG00010009259.1,MGAT4D,0
ENSGALG00010009263.1,COLEC10,0
ENSGALG00010009266.1,PCDH7,0
ENSGALG00010009268.1,PWWP2A,46
ENSGALG00010009269.1,ENSGALG00010009269.1,0
ENSGALG00010009273.1,MAL2,0
ENSGALG00010009275.1,CBLL1,15
ENSGALG00010009276.1,ENSGALG00010009276.1,0
ENSGALG00010009277.1,ACTN4,308.999
ENSGALG00010009279.1,ELMOD2,6
ENSGALG00010009280.1,HSD17B4,30
ENSGALG00010009284.1,CCN3,0
ENSGALG00010009286.1,ENSGALG00010009286.1,1
ENSGALG00010009289.1,GPR137B,1
ENSGALG00010009294.1,ACOX3,0
ENSGALG00010009297.1,CTNNA3,0
ENSGALG00010009299.1,MAP4K1,14.149
ENSGALG00010009303.1,TTC1,16
ENSGALG00010009306.1,TBC1D9,36.996
ENSGALG00010009307.1,DIRAS2,0
ENSGALG00010009309.1,TRIM54,5.096
ENSGALG00010009311.1,BNIP1,7
ENSGALG00010009313.1,UNC13B,0
ENSGALG00010009315.1,SLC26A3,3
ENSGALG00010009317.1,LRRTM3,0
ENSGALG00010009320.1,GPR20,0
ENSGALG00010009322.1,ENSGALG00010009322.1,4
ENSGALG00010009323.1,RNF150,0
ENSGALG00010009324.1,NKX2-5,0
ENSGALG00010009326.1,DLD,21
ENSGALG00010009327.1,NID1,2
ENSGALG00010009328.1,ENSGALG00010009328.1,8
ENSGALG00010009330.1,EIF3K,108.85
ENSGALG00010009332.1,ENSGALG00010009332.1,67
ENSGALG00010009333.1,ADRA1B,4
ENSGALG00010009334.1,SS18L2,21.738
ENSGALG00010009335.1,PTP4A3,1
ENSGALG00010009336.1,LAMB1,15
ENSGALG00010009337.1,ZNF330,2
ENSGALG00010009338.1,KYNU,0
ENSGALG00010009340.1,SYK,0
ENSGALG00010009343.1,SLC30A3,8
ENSGALG00010009344.1,ENPP2,0
ENSGALG00010009345.1,ZFAT,5
ENSGALG00010009346.1,STC2,0
ENSGALG00010009347.1,TESK1,2
ENSGALG00010009348.1,ERGIC2,6
ENSGALG00010009349.1,TPPP2,0
ENSGALG00010009351.1,GTF3C2,458347
ENSGALG00010009352.1,HSF1,40
ENSGALG00010009353.1,CD72,0
ENSGALG00010009355.1,GARRE1,25.262
ENSGALG00010009356.1,ENSGALG00010009356.1,0
ENSGALG00010009357.1,LYST,27
ENSGALG00010009359.1,REEP3,17
ENSGALG00010009360.1,TNFAIP8,0
ENSGALG00010009361.1,LRRK2,0
ENSGALG00010009362.1,IL15,8
ENSGALG00010009363.1,TAF2,22
ENSGALG00010009365.1,CA5B,0
ENSGALG00010009367.1,DMXL1,66
ENSGALG00010009368.1,DSCC1,0
ENSGALG00010009370.1,ENSGALG00010009370.1,10.495
ENSGALG00010009371.1,PHTF2,0
ENSGALG00010009372.1,RAB28,8
ENSGALG00010009373.1,ARHGAP15,21.538
ENSGALG00010009374.1,IL12B,0
ENSGALG00010009376.1,CDO1,0
ENSGALG00010009378.1,ENSGALG00010009378.1,5
ENSGALG00010009379.1,RYR1,13.673
ENSGALG00010009381.1,INPP4B,4
ENSGALG00010009383.1,ASXL2,1209
ENSGALG00010009385.1,GPI,4
ENSGALG00010009386.1,TMEM60,2
ENSGALG00010009387.1,DEPTOR,0
ENSGALG00010009388.1,TMED7,29
ENSGALG00010009389.1,CPEB4,116
ENSGALG00010009391.1,RSBN1L,98
ENSGALG00010009392.1,MAPRE3,25
ENSGALG00010009393.1,MARVELD2,0
ENSGALG00010009394.1,BANP,107
ENSGALG00010009396.1,AUH,11
ENSGALG00010009397.1,ENSGALG00010009397.1,0
ENSGALG00010009398.1,WTIP,0
ENSGALG00010009399.1,ENSGALG00010009399.1,2
ENSGALG00010009400.1,CNTFR,0
ENSGALG00010009404.1,GNG4,0
ENSGALG00010009407.1,PTPN12,1
ENSGALG00010009408.1,ENSGALG00010009408.1,3
ENSGALG00010009410.1,JMJD1C,73
ENSGALG00010009411.1,SMARCA5,27
ENSGALG00010009412.1,ENSGALG00010009412.1,0
ENSGALG00010009415.1,HMP19,0
ENSGALG00010009416.1,COL14A1,0
ENSGALG00010009424.1,ENSGALG00010009424.1,0
ENSGALG00010009431.1,SMN,13
ENSGALG00010009432.1,BOP1,14
ENSGALG00010009435.1,GTDC1,3
ENSGALG00010009437.1,DPYSL5,0
ENSGALG00010009439.1,B3GALNT2,3
ENSGALG00010009440.1,DOK3,9
ENSGALG00010009441.1,ZNF518B,0
ENSGALG00010009444.1,NFIL3,6
ENSGALG00010009446.1,ENSGALG00010009446.1,675
ENSGALG00010009447.1,DDX41,419
ENSGALG00010009451.1,ROR2,2
ENSGALG00010009452.1,TBCE,3
ENSGALG00010009453.1,GSAP,2
ENSGALG00010009457.1,BDP1,85
ENSGALG00010009458.1,SCX,0
ENSGALG00010009461.1,ZEB2,113
ENSGALG00010009462.1,NRBF2,12
ENSGALG00010009463.1,MRPL13,0
ENSGALG00010009464.1,SPTLC1,19
ENSGALG00010009465.1,GGPS1,0
ENSGALG00010009466.1,FAM193B,279
ENSGALG00010009467.1,EGR2,0
ENSGALG00010009469.1,DNMT3A,2
ENSGALG00010009470.1,ZNF469,14
ENSGALG00010009471.1,ENSGALG00010009471.1,0
ENSGALG00010009472.1,ADO,0
ENSGALG00010009474.1,ACVR2A,0
ENSGALG00010009475.1,ENSGALG00010009475.1,0
ENSGALG00010009477.1,ZNF365,7
ENSGALG00010009479.1,MTBP,0
ENSGALG00010009482.1,ARID4B,168
ENSGALG00010009484.1,RTKN2,1
ENSGALG00010009486.1,B4GALT1,108
ENSGALG00010009489.1,MROH1,107
ENSGALG00010009490.1,SNTB1,0
ENSGALG00010009491.1,RBM34,13
ENSGALG00010009492.1,CDC42SE2,0
ENSGALG00010009493.1,ENSGALG00010009493.1,28
ENSGALG00010009494.1,UBA2,29
ENSGALG00010009497.1,HS3ST1,1
ENSGALG00010009498.1,ORC4,0
ENSGALG00010009499.1,MXD3,8
ENSGALG00010009500.1,CCDC146,1
ENSGALG00010009501.1,HGH1,25
ENSGALG00010009502.1,ARID5B,22
ENSGALG00010009503.1,IL11RA,0
ENSGALG00010009504.1,ENSGALG00010009504.1,3
ENSGALG00010009506.1,HAS2,0
ENSGALG00010009508.1,TOMM20,37
ENSGALG00010009511.1,ZFPM1,1765
ENSGALG00010009514.1,PRELID1,9
ENSGALG00010009515.1,MBD5,129
ENSGALG00010009517.1,CLNK,0
ENSGALG00010009518.1,FGL2,0
ENSGALG00010009520.1,SPINK4,0
ENSGALG00010009522.1,TAF5L,18
ENSGALG00010009524.1,FAM185A,2
ENSGALG00010009525.1,ENSGALG00010009525.1,0
ENSGALG00010009526.1,ENSGALG00010009526.1,2
ENSGALG00010009527.1,ENSGALG00010009527.1,0
ENSGALG00010009530.1,KIF3C,0
ENSGALG00010009531.1,FBXL13,0
ENSGALG00010009534.1,XPA,8
ENSGALG00010009537.1,ENSGALG00010009537.1,0
ENSGALG00010009538.1,CRIM1,5
ENSGALG00010009540.1,RAB10,228
ENSGALG00010009541.1,PMPCB,36
ENSGALG00010009542.1,WDR1,6
ENSGALG00010009543.1,MAF1,80
ENSGALG00010009546.1,GAREM2,28
ENSGALG00010009548.1,PIK3C3,29
ENSGALG00010009551.1,HADHA,129
ENSGALG00010009554.1,ABCB10,165
ENSGALG00010009555.1,EPC2,67
ENSGALG00010009557.1,CIDEC,37
ENSGALG00010009558.1,TMEM26,0
ENSGALG00010009560.1,RAB24,5
ENSGALG00010009562.1,HADHB,38
ENSGALG00010009565.1,TMEM8B,5
ENSGALG00010009567.1,NSD1,969.004
ENSGALG00010009569.1,ZC3H18,436
ENSGALG00010009570.1,SHARPIN,31
ENSGALG00010009571.1,DNAJC2,13.084
ENSGALG00010009574.1,TAF1C,0
ENSGALG00010009575.1,RHOBTB1,0
ENSGALG00010009578.1,KIF5C,2
ENSGALG00010009582.1,TIGD5,4
ENSGALG00010009583.1,LYPD6B,0
ENSGALG00010009584.1,ENSGALG00010009584.1,0
ENSGALG00010009590.1,ENSGALG00010009590.1,1.6
ENSGALG00010009591.1,LYPD6,7
ENSGALG00010009593.1,NCBP1,12
ENSGALG00010009594.1,HINT2,1
ENSGALG00010009595.1,ENSGALG00010009595.1,3
ENSGALG00010009596.1,URB2,66
ENSGALG00010009597.1,CDK1,0
ENSGALG00010009600.1,LRRC17,0
ENSGALG00010009601.1,ZHX2,0
ENSGALG00010009602.1,TSTD2,17
ENSGALG00010009603.1,HINT1,0
ENSGALG00010009605.1,ENSGALG00010009605.1,0
ENSGALG00010009606.1,CHSY3,0
ENSGALG00010009608.1,AFAP1,0
ENSGALG00010009609.1,MMADHC,17
ENSGALG00010009612.1,DERL1,41
ENSGALG00010009615.1,ENSGALG00010009615.1,0
ENSGALG00010009616.1,ARMC10,0
ENSGALG00010009617.1,SLC25A46,16
ENSGALG00010009619.1,ENSGALG00010009619.1,0
ENSGALG00010009620.1,TMOD1,3
ENSGALG00010009623.1,XPO5,204
ENSGALG00010009627.1,IL17C,1
ENSGALG00010009629.1,ENSGALG00010009629.1,0
ENSGALG00010009632.1,ENSGALG00010009632.1,0
ENSGALG00010009634.1,TBC1D31,1
ENSGALG00010009635.1,TDRD7,15
ENSGALG00010009636.1,ENSGALG00010009636.1,1.6
ENSGALG00010009637.1,CYBA,1
ENSGALG00010009638.1,RND3,1
ENSGALG00010009639.1,ENSGALG00010009639.1,0
ENSGALG00010009640.1,NPR2,9
ENSGALG00010009641.1,ENSGALG00010009641.1,0
ENSGALG00010009643.1,PSMC2,147.322
ENSGALG00010009644.1,SLC27A6,0
ENSGALG00010009646.1,MVD,76
ENSGALG00010009647.1,GALNT2,1
ENSGALG00010009649.1,TENM2,0
ENSGALG00010009650.1,KLHL29,9
ENSGALG00010009652.1,CIAO2B,0
ENSGALG00010009653.1,ABLIM2,0
ENSGALG00010009654.1,NDUFA12,2
ENSGALG00010009655.1,FAM83A,0
ENSGALG00010009657.1,MSMP,6
ENSGALG00010009658.1,NAPEPLD,0
ENSGALG00010009659.1,APOLD1,10
ENSGALG00010009661.1,ENSGALG00010009661.1,0
ENSGALG00010009663.1,FER,9
ENSGALG00010009665.1,DGKQ,17.935
ENSGALG00010009666.1,RRAD,0
ENSGALG00010009668.1,TFAP2A,0
ENSGALG00010009671.1,MINAR2,0
ENSGALG00010009672.1,DDX47,3
ENSGALG00010009676.1,ACO1,11
ENSGALG00010009677.1,SLC26A5,17
ENSGALG00010009678.1,JARID2,275
ENSGALG00010009679.1,ANK3,2
ENSGALG00010009683.1,ADAMTS19,0
ENSGALG00010009685.1,ENSGALG00010009685.1,0
ENSGALG00010009686.1,MAT2B,1
ENSGALG00010009689.1,ENSGALG00010009689.1,2
ENSGALG00010009690.1,RBM43,10
ENSGALG00010009695.1,ATAD2B,142.431
ENSGALG00010009697.1,ENSGALG00010009697.1,0
ENSGALG00010009699.1,POLR1C,25
ENSGALG00010009700.1,SH3TC1,0
ENSGALG00010009701.1,ENSGALG00010009701.1,0
ENSGALG00010009702.1,ENSGALG00010009702.1,0
ENSGALG00010009704.1,RGP1,99
ENSGALG00010009705.1,DTNBP1,47
ENSGALG00010009708.1,SMIM45,0
ENSGALG00010009710.1,ENSGALG00010009710.1,1.688
ENSGALG00010009712.1,UBXN2A,25
ENSGALG00010009715.1,NUDCD2,15
ENSGALG00010009716.1,ENSGALG00010009716.1,0
ENSGALG00010009717.1,EDN1,3
ENSGALG00010009718.1,ENSGALG00010009718.1,0
ENSGALG00010009719.1,YIPF3,74
ENSGALG00010009720.1,RELN,2
ENSGALG00010009721.1,ZHX1,2
ENSGALG00010009722.1,GBA2,80
ENSGALG00010009724.1,ISOC1,1
ENSGALG00010009726.1,PRR16,0
ENSGALG00010009727.1,CDH20,0
ENSGALG00010009728.1,CCDC149,0
ENSGALG00010009730.1,C8orf76,2
ENSGALG00010009731.1,NMI,39
ENSGALG00010009732.1,HMMR,3
ENSGALG00010009733.1,ENSGALG00010009733.1,0
ENSGALG00010009734.1,ENSGALG00010009734.1,0
ENSGALG00010009736.1,WISP1,0
ENSGALG00010009738.1,ENSGALG00010009738.1,2.092
ENSGALG00010009740.1,LRRC73,31
ENSGALG00010009741.1,C2H6orf52,179
ENSGALG00010009743.1,CCNG1,4
ENSGALG00010009744.1,DAPK1,0
ENSGALG00010009746.1,FOXE1,1
ENSGALG00010009749.1,NDRG1,144
ENSGALG00010009751.1,ENSGALG00010009751.1,0
ENSGALG00010009757.1,ENSGALG00010009757.1,0
ENSGALG00010009761.1,PDP2,7
ENSGALG00010009762.1,MAN2A1,9
ENSGALG00010009765.1,STX10,10
ENSGALG00010009769.1,TMCC3,2
ENSGALG00010009772.1,ENSGALG00010009772.1,0.232
ENSGALG00010009774.1,PIAS2,6
ENSGALG00010009775.1,KIAA1614,25
ENSGALG00010009777.1,ST3GAL1,0
ENSGALG00010009778.1,ENSGALG00010009778.1,72
ENSGALG00010009779.1,PPP1R3E,0
ENSGALG00010009780.1,MFSD2B,356
ENSGALG00010009786.1,DIPK2B,1
ENSGALG00010009788.1,PAK1IP1,43.995
ENSGALG00010009790.1,MC1R,46
ENSGALG00010009791.1,GABRG2,0
ENSGALG00010009793.1,TNFAIP6,12.866
ENSGALG00010009795.1,NDUFA6,18
ENSGALG00010009798.1,YIPF4,49
ENSGALG00010009801.1,ENSGALG00010009801.1,0
ENSGALG00010009804.1,XPR1,118
ENSGALG00010009806.1,WDCP,14
ENSGALG00010009807.1,ENSGALG00010009807.1,0
ENSGALG00010009809.1,SMDT1,19
ENSGALG00010009811.1,ENSGALG00010009811.1,11
ENSGALG00010009814.1,ENSGALG00010009814.1,0
ENSGALG00010009815.1,ENSGALG00010009815.1,5
ENSGALG00010009822.1,ENSGALG00010009822.1,0
ENSGALG00010009830.1,RNASEL,1
ENSGALG00010009831.1,N6AMT1,0
ENSGALG00010009833.1,SOD3,0
ENSGALG00010009840.1,ENSGALG00010009840.1,0.232
ENSGALG00010009841.1,GABRA1,0
ENSGALG00010009842.1,PHETA2,236.79
ENSGALG00010009847.1,ENSGALG00010009847.1,44
ENSGALG00010009850.1,RIF1,1
ENSGALG00010009852.1,ENSGALG00010009852.1,2
ENSGALG00010009857.1,ORC5,2
ENSGALG00010009858.1,ST8SIA5,2
ENSGALG00010009866.1,NAGA,73
ENSGALG00010009868.1,LTN1,29
ENSGALG00010009876.1,SELENOI,2
ENSGALG00010009883.1,ENSGALG00010009883.1,0
ENSGALG00010009884.1,GFOD1,77
ENSGALG00010009910.1,ENSGALG00010009910.1,0
ENSGALG00010009914.1,RWDD2B,2
ENSGALG00010009920.1,ENSGALG00010009920.1,6
ENSGALG00010009930.1,GABRA6,0
ENSGALG00010009941.1,CACNA1E,11
ENSGALG00010009943.1,DHX15,80
ENSGALG00010009948.1,WBP2NL,53
ENSGALG00010009971.1,RGSL1,4
ENSGALG00010009972.1,PTK2B,2
ENSGALG00010009985.1,USP16,0
ENSGALG00010009989.1,TBC1D7,16
ENSGALG00010009991.1,LHFPL3,1
ENSGALG00010009993.1,ENSGALG00010009993.1,0
ENSGALG00010009995.1,SEPTIN3,6
ENSGALG00010009999.1,GABRB2,0
ENSGALG00010010006.1,PPARGC1A,0
ENSGALG00010010007.1,CTIF,0
ENSGALG00010010009.1,ELF2,18
ENSGALG00010010011.1,EPB41L4A,0
ENSGALG00010010014.1,GLUL,0
ENSGALG00010010017.1,CCDC59,0
ENSGALG00010010022.1,KMT2E,877
ENSGALG00010010027.1,ENSGALG00010010027.1,0
ENSGALG00010010035.1,ATP10B,0
ENSGALG00010010037.1,NAA15,32
ENSGALG00010010042.1,METTL25,0
ENSGALG00010010049.1,ZBTB7C,2
ENSGALG00010010052.1,ZNF346,60
ENSGALG00010010053.1,CHRNA2,7
ENSGALG00010010059.1,ENSGALG00010010059.1,0
ENSGALG00010010061.1,CYP2D6,5
ENSGALG00010010062.1,RGS7BP,0
ENSGALG00010010064.1,ENSGALG00010010064.1,23
ENSGALG00010010071.1,GLT8D2,0
ENSGALG00010010077.1,CCT8,28
ENSGALG00010010080.1,CDC42EP3,0
ENSGALG00010010084.1,HK3,29.65
ENSGALG00010010085.1,TDG,26
ENSGALG00010010094.1,SLC2A9,2
ENSGALG00010010095.1,C12orf73,0
ENSGALG00010010099.1,TNR,35
ENSGALG00010010100.1,IRF2BP2,488.661
ENSGALG00010010106.1,C7orf73,0
ENSGALG00010010107.1,MGST2,4
ENSGALG00010010111.1,CNOT4,39
ENSGALG00010010113.1,ENSGALG00010010113.1,0
ENSGALG00010010115.1,NEB,19
ENSGALG00010010116.1,DRD5,0
ENSGALG00010010119.1,SRPK2,10
ENSGALG00010010122.1,THBS4,2
ENSGALG00010010124.1,ENSGALG00010010124.1,0
ENSGALG00010010125.1,AHCTF1,65
ENSGALG00010010127.1,FAM13C,2
ENSGALG00010010129.1,ENSGALG00010010129.1,0
ENSGALG00010010130.1,ENSGALG00010010130.1,2
ENSGALG00010010134.1,OTOP1,0
ENSGALG00010010136.1,EPHX2,1
ENSGALG00010010142.1,ENSGALG00010010142.1,5
ENSGALG00010010146.1,PHACTR1,2
ENSGALG00010010147.1,GLIS3,1
ENSGALG00010010150.1,NTRK2,0
ENSGALG00010010153.1,ENSGALG00010010153.1,2
ENSGALG00010010154.1,IQSEC3,0
ENSGALG00010010155.1,BRINP3,0
ENSGALG00010010156.1,ENSGALG00010010156.1,24
ENSGALG00010010161.1,SEPSECS,0
ENSGALG00010010164.1,ENSGALG00010010164.1,13
ENSGALG00010010165.1,ENSGALG00010010165.1,0
ENSGALG00010010167.1,PUS7,1
ENSGALG00010010168.1,SNCB,4
ENSGALG00010010171.1,ENSGALG00010010171.1,0
ENSGALG00010010175.1,ENSGALG00010010175.1,0
ENSGALG00010010177.1,STRA8,13
ENSGALG00010010178.1,LGI2,0
ENSGALG00010010179.1,CDHR2,12
ENSGALG00010010183.1,NKX3-2,0
ENSGALG00010010185.1,PHYHIPL,0
ENSGALG00010010186.1,TNPO1,39
ENSGALG00010010188.1,DSP,24
ENSGALG00010010190.1,RNF44,92
ENSGALG00010010191.1,RINT1,8
ENSGALG00010010195.1,ENSGALG00010010195.1,0
ENSGALG00010010196.1,EFCAB10,0
ENSGALG00010010197.1,SCCPDH,0
ENSGALG00010010198.1,KCNV2,0
ENSGALG00010010201.1,RIOK1,150
ENSGALG00010010205.1,ARL5A,8
ENSGALG00010010206.1,SCARA5,1
ENSGALG00010010214.1,FAF2,74
